sales_id,age,country,membership_status,previous_purchases,destination,stay_length,guests,travel_month,months_before_travel,earlybird_discount,package_Type,cost,rating,margin,additional_services_cost
35011,52,UK,standard,0,Sydney,5,2,1,5,False,Relaxation,1759.94,5,702.9330626832405,318.8146919200823
35012,39,Canada,standard,1,Rio,1,3,12,5,True,Cultural,583.6320000000001,6,25.814337152560483,19.844190353051644
35013,44,Canada,silver,2,Tokyo,3,4,2,2,True,Cultural,1258.4,5,1068.0606821893614,251.97244751943592
35014,29,France,gold,4,Rio,6,3,8,1,False,Adventure,1348.48,8,947.1621249770574,204.2171461222198
35015,34,UK,silver,1,Sydney,8,4,2,4,False,Cultural,2195.7000000000003,6,1502.8322375910607,333.9790615046416
35016,49,Australia,standard,1,Rio,3,2,8,4,False,Relaxation,1246.56,7,500.60932603207465,188.3345452855601
35017,38,USA,silver,2,Tokyo,3,1,6,3,False,Adventure,1141.1399999999999,7,756.3147717544896,251.66776196616053
35018,23,UK,standard,1,Tokyo,3,1,2,2,False,Cultural,838.5,6,720.774402765616,189.923777837368
35019,41,Germany,standard,2,Rome,2,2,7,6,False,Relaxation,1016.064,6,56.90900704400656,306.63211231942
35020,45,Germany,standard,2,Cairo,6,1,1,1,False,Relaxation,1037.2320000000002,7,643.290473349918,83.01818151041033
35021,60,Italy,standard,6,Rio,9,1,1,1,True,Cultural,1177.6000000000001,6,871.6220771355879,243.87861556035028
35022,57,UK,silver,2,Tokyo,4,1,2,12,False,Adventure,1060.8,6,939.8249032517192,136.61820153212156
35023,39,Spain,standard,2,Tokyo,1,1,1,1,True,Relaxation,430.3,6,304.4421429542491,101.83574942401965
35024,31,Canada,silver,4,New York,11,3,7,12,True,Cultural,3405.402,6,3173.7328772618257,492.3932251834176
35025,36,France,standard,5,Tokyo,3,5,6,7,False,Relaxation,1743.5599999999997,6,1630.1742840566708,382.0877242292426
35026,32,Germany,silver,4,Cairo,2,4,8,1,True,Adventure,798.336,6,773.5284182618706,86.30929389449476
35027,47,Canada,standard,7,Cairo,6,2,1,1,False,Cultural,900.0,6,718.3368839284233,91.60975443381747
35028,55,Spain,silver,4,Rome,6,2,7,4,False,Cultural,1471.6799999999998,7,899.9097956126404,293.88251602463663
35029,58,USA,standard,4,Paris,4,1,8,10,False,Cultural,1361.3600000000001,7,1045.7208476843934,149.17967742166536
35030,33,Australia,silver,2,Paris,2,5,2,1,False,Adventure,1166.1000000000001,6,845.4573544184599,124.98236559458391
35031,32,Italy,standard,4,Cairo,2,2,6,2,False,Adventure,556.416,6,467.99836315636367,30.311769914329673
35032,33,Canada,silver,2,Cape Town,3,2,8,3,False,Relaxation,889.28,7,418.2440790669981,224.8558153024022
35033,18,Germany,gold,4,Paris,13,2,12,4,False,Adventure,2594.7558,7,3275.7103096172505,582.7270889875577
35034,21,France,silver,4,Sydney,1,2,7,1,True,Cultural,882.7,6,392.8658583718839,205.6159076015727
35035,39,USA,standard,5,Rome,3,2,2,3,False,Adventure,713.0,5,55.83332271316817,40.55938732832762
35036,45,Spain,standard,3,New York,2,1,6,2,False,Relaxation,1368.2759999999998,5,814.7018546751592,382.52440416251744
35037,47,Australia,standard,2,Paris,1,4,7,1,False,Cultural,1241.24,6,928.3824159841158,250.93064802240775
35038,28,France,standard,1,Rio,2,3,1,3,False,Cultural,538.4,6,-49.797033582622134,142.02323362916457
35039,32,France,standard,5,Rio,11,1,6,3,True,Adventure,1981.28,7,1656.7954601396236,474.6437651547026
35040,35,Canada,standard,8,Cape Town,11,4,7,1,False,Cultural,2408.0,5,2004.7431880134714,240.61243797255563
35041,34,Australia,silver,1,Rio,8,1,2,8,False,Adventure,1061.6000000000001,6,586.0611075501861,135.17007478771927
35042,50,Spain,standard,5,Sydney,2,1,8,1,True,Relaxation,1154.244,6,229.36165303599125,241.07395441355865
35043,20,USA,standard,2,Cairo,16,1,1,1,True,Adventure,1476.7199999999998,6,1722.472665347721,205.3652683368882
35044,22,Italy,silver,2,Tokyo,3,2,2,4,False,Relaxation,852.8000000000001,5,685.0917292935408,73.80306957048033
35045,35,Italy,silver,3,Cairo,7,3,8,1,True,Relaxation,1503.936,5,1443.4947218632217,398.5151008702434
35046,19,USA,gold,5,Rio,6,2,2,1,False,Adventure,604.296,7,397.32708789979387,104.38344712070031
35047,18,Italy,silver,6,Paris,4,5,12,4,True,Adventure,1432.1033999999997,6,1377.8421035363733,136.12488191286474
35048,18,UK,standard,6,Rome,6,1,12,6,False,Adventure,998.4239999999999,8,890.0921012142018,134.71745628134897
35049,36,UK,silver,3,New York,4,5,12,2,False,Cultural,2258.62,5,2105.443289215296,557.2081378358732
35050,49,Canada,standard,2,Rio,4,1,12,3,True,Adventure,793.296,7,167.39931748661024,175.9863654690381
35051,49,Germany,silver,2,Cairo,4,2,8,1,True,Cultural,820.512,5,687.7788896344932,239.3254160478127
35052,63,UK,standard,0,Rio,2,5,12,3,False,Cultural,924.0,6,532.9557630618514,150.8262345083
35053,41,Italy,silver,1,Rio,4,1,8,1,False,Cultural,861.28,5,299.2671358154155,139.29123188072302
35054,43,Italy,standard,3,Rio,13,4,2,2,False,Cultural,1941.6000000000001,5,1340.4886543344421,223.37222242960044
35055,36,Canada,standard,2,Rio,12,3,7,3,False,Cultural,2118.816,5,1766.5487612924878,382.88244764361536
35056,36,Australia,standard,4,Sydney,14,1,7,1,False,Adventure,2792.3805,6,2341.273800730318,487.4831291065615
35057,71,USA,silver,3,New York,16,3,7,4,False,Cultural,3460.6845000000003,7,3298.626316159167,582.7030121528904
35058,43,UK,standard,4,Cairo,3,3,12,1,False,Adventure,879.9839999999999,5,698.2998089000114,56.524422291925795
35059,45,Canada,silver,6,Tokyo,2,3,6,9,True,Adventure,1244.8799999999999,6,1053.1911218140433,269.85414358090037
35060,22,Spain,silver,4,Rome,3,5,8,4,False,Cultural,1353.24,6,704.2965689341609,179.8181342576946
35061,46,France,standard,2,Tokyo,4,2,6,3,False,Cultural,1639.82,5,1307.8572532912854,158.15860578389083
35062,49,France,gold,6,Tokyo,7,4,12,1,False,Adventure,2717.2599999999998,8,2466.193093549943,351.2166896465337
35063,56,USA,standard,1,Cairo,4,2,2,13,False,Cultural,748.0,7,589.0617482611359,131.31068303503105
35064,49,Australia,standard,2,New York,3,3,2,3,False,Cultural,1163.5,6,1041.1095262631125,193.26989876887995
35065,38,Italy,gold,6,Cairo,5,1,12,8,True,Adventure,902.1600000000001,8,799.9929363919526,130.06370246727622
35066,37,UK,standard,2,Cape Town,1,1,12,1,True,Adventure,425.6,5,-154.28696083848456,23.065984709227376
35067,38,Italy,standard,4,New York,5,3,12,1,False,Cultural,2076.62,5,1717.694915937297,302.15448388850274
35068,41,UK,standard,1,Cairo,2,3,1,5,True,Cultural,483.84000000000003,6,390.7113912937229,41.93128174628358
35069,59,Australia,gold,6,Sydney,8,3,7,2,True,Relaxation,2593.6092,8,1426.569566392769,293.4694173187933
35070,56,France,gold,6,Paris,4,3,7,7,False,Cultural,1152.333,6,539.1776962038571,296.5562889624847
35071,51,Italy,gold,5,Rome,4,4,2,8,False,Relaxation,994.14,8,298.19116271455573,131.0097505030604
35072,70,Germany,silver,3,Sydney,3,3,7,5,False,Adventure,1583.4,6,1054.0130378792119,448.48561092529405
35073,18,Canada,gold,7,Rome,12,3,12,3,False,Cultural,3143.0,6,2827.581433156897,707.8247223312321
35074,33,Australia,standard,2,Sydney,7,2,2,3,False,Cultural,1180.2375000000002,6,603.3794968837083,141.6083723731697
35075,39,France,silver,1,Tokyo,4,3,1,1,False,Adventure,1242.8,6,1075.202777032925,86.47269588952426
35076,29,USA,standard,3,Rome,8,2,6,1,False,Cultural,1975.3999999999999,6,1276.6735878492905,283.05826073397714
35077,26,USA,standard,1,Sydney,5,3,12,7,False,Cultural,1914.64,5,1402.8676289668404,321.53083169619947
35078,18,Spain,silver,4,Tokyo,7,3,6,1,True,Relaxation,2719.08,7,2401.929995536855,712.7709426085372
35079,35,Germany,silver,2,New York,6,2,1,2,True,Cultural,1565.2,6,1285.604526649476,293.11412562195295
35080,53,Spain,silver,1,Sydney,5,4,8,1,False,Cultural,2156.7000000000003,7,1663.2496709670315,308.30542304644183
35081,51,Australia,silver,2,Paris,5,4,1,4,False,Adventure,1679.6000000000001,7,1247.698995585176,326.79532959723593
35082,28,Italy,standard,3,Rio,3,3,8,12,False,Cultural,898.24,7,235.85467782486785,108.10724219360716
35083,43,Italy,silver,4,Sydney,4,3,8,1,False,Relaxation,2647.372,7,1483.3503882964064,857.5776987050531
35084,60,France,standard,1,Cape Town,5,2,7,1,True,Cultural,1230.88,5,874.3686637851863,286.270735969393
35085,18,Italy,standard,4,Cape Town,4,3,6,1,True,Adventure,744.8,6,657.9958809987615,67.85008492750289
35086,37,Canada,gold,4,Sydney,2,2,6,3,False,Adventure,1179.36,8,485.25522424877204,302.91607470636256
35087,44,Australia,silver,2,Cape Town,5,2,8,1,True,Cultural,1084.1599999999999,6,514.3113323232654,150.5854316619541
35088,40,Germany,silver,6,Rome,15,3,7,1,False,Adventure,3391.9199999999996,6,2969.4998213025,487.01698724660343
35089,52,Spain,standard,5,Paris,1,4,2,7,False,Cultural,676.26,5,-19.368934532757976,89.06485353946789
35090,18,Italy,standard,3,Paris,8,1,7,1,False,Cultural,2135.9519999999998,6,1804.3032096312552,206.87604612705388
35091,24,UK,silver,8,Paris,2,3,12,2,False,Adventure,745.29,6,638.4422373136347,128.16908871256612
35092,50,Spain,silver,2,Rome,9,2,12,2,False,Adventure,2018.5199999999998,7,1384.6168614372014,208.9862005474996
35093,18,Spain,standard,2,New York,7,2,1,1,True,Adventure,1270.36,5,1635.81278402787,84.48711395586719
35094,52,Spain,standard,4,New York,7,3,6,6,False,Adventure,2573.48,7,2441.1337093468032,176.59543702821725
35095,46,France,standard,2,Tokyo,3,1,12,1,False,Cultural,1019.2,6,645.5472152374691,183.58158530606931
35096,51,Australia,gold,6,Rome,3,3,6,1,False,Cultural,1195.6,6,830.7530022914907,270.9196132429124
35097,32,Germany,standard,4,Tokyo,7,1,7,4,False,Adventure,2189.46,7,1896.68553194331,398.10539991893563
35098,47,Germany,silver,3,Rome,4,2,6,2,False,Relaxation,1598.1839999999997,5,497.5010013021582,239.2046384515114
35099,22,UK,standard,5,Cape Town,10,5,12,2,False,Adventure,1623.664,6,1996.7019884276078,337.03131838772396
35100,33,Germany,standard,3,Tokyo,3,2,12,2,False,Relaxation,1264.8999999999999,5,928.5808404451657,162.1697493970061
35101,40,Spain,standard,4,Rome,7,2,2,1,False,Adventure,1235.7,6,886.7747949006095,221.50080940122965
35102,26,Canada,gold,6,Rome,1,4,8,1,True,Cultural,820.4,8,493.1413853360901,180.66722814616423
35103,43,Germany,standard,4,Cape Town,3,3,7,3,True,Adventure,857.92,7,195.16471220630706,20.327145975740407
35104,22,Spain,standard,3,Tokyo,16,4,8,1,False,Relaxation,5267.08,6,4978.240593463784,820.8134010268275
35105,44,UK,gold,6,Rome,6,3,1,3,False,Adventure,1146.6000000000001,6,729.7009914432434,90.61743398603659
35106,66,Spain,standard,2,Cape Town,8,2,1,2,False,Relaxation,1677.76,7,604.1860005111815,416.7244088736585
35107,21,France,silver,2,Cape Town,11,2,2,3,False,Relaxation,1558.4,6,1040.0386569672105,201.6397974591622
35108,39,Italy,standard,3,Cape Town,6,3,1,4,False,Relaxation,1066.4,5,604.7246979105498,228.44407779878784
35109,18,Spain,silver,3,Tokyo,2,1,7,7,True,Adventure,676.4939999999999,5,815.7408366640194,127.8230133740149
35110,27,Australia,standard,5,Tokyo,5,1,2,6,True,Cultural,1027.2600000000002,6,838.6071474945818,238.3949611487388
35111,50,Germany,standard,6,Paris,5,3,8,1,True,Adventure,1821.456,6,1140.634979508294,502.77400804120833
35112,33,Germany,silver,2,New York,6,3,2,4,False,Cultural,1701.7,7,1424.7554923794385,391.2012699223807
35113,51,Canada,standard,6,Cairo,4,3,8,2,True,Adventure,1037.12,5,981.0371966434909,262.3162492860573
35114,45,UK,gold,4,Cairo,5,1,6,2,True,Relaxation,1373.0975999999998,8,686.6978426186895,315.45949835876047
35115,39,UK,silver,0,Tokyo,4,3,6,1,False,Adventure,1667.12,6,1364.8859443165109,301.5121657054765
35116,24,France,standard,2,Tokyo,4,3,6,2,False,Adventure,1207.752,8,1450.5869155707187,157.9495709073352
35117,50,UK,standard,3,Rome,3,3,2,4,False,Relaxation,1045.8,6,444.43855036841387,324.0336105279948
35118,44,UK,gold,4,Cape Town,4,3,1,1,False,Cultural,834.4000000000001,8,258.7646480433783,101.13938810052298
35119,18,France,standard,8,Paris,4,3,8,2,False,Cultural,1260.441,5,696.9171398089265,169.21353260884828
35120,25,UK,silver,4,Rome,4,4,1,3,False,Relaxation,954.0,6,417.4405824522735,100.53484368614295
35121,18,USA,standard,5,New York,3,3,6,2,False,Cultural,1099.5075000000002,6,748.5014451688976,261.0953949440347
35122,19,Italy,silver,2,Rio,2,2,1,5,False,Relaxation,486.40000000000003,7,81.24647884686243,111.4585943228897
35123,35,Australia,standard,2,Tokyo,6,3,1,1,False,Cultural,1570.14,5,1228.2334332685364,283.46920008083356
35124,24,Germany,standard,2,Tokyo,5,1,2,7,False,Relaxation,1134.9,7,901.4667965970034,171.8486956546452
35125,27,Germany,standard,6,New York,5,2,6,3,False,Adventure,1847.3,5,1537.2072569366705,217.25672796178904
35126,60,Germany,standard,1,Rio,6,2,6,9,False,Adventure,1341.76,6,908.4961217253842,244.84540284038792
35127,55,Canada,silver,0,Sydney,10,3,7,3,False,Cultural,3374.28,5,2821.83497823788,610.4069692888118
35128,29,UK,gold,4,Rome,8,3,6,4,False,Adventure,2007.1799999999998,7,1506.7703593719732,310.2759031791193
35129,51,Australia,silver,2,Rio,2,3,12,1,False,Cultural,763.84,6,243.5147885299118,197.50449108027493
35130,58,Germany,gold,7,Cairo,4,3,1,5,False,Cultural,671.0400000000001,8,487.8203973172974,78.47748570915897
35131,49,France,standard,3,Cape Town,12,3,7,2,False,Relaxation,3377.4719999999998,7,1871.2759458935097,656.593288061113
35132,44,UK,standard,4,Sydney,4,3,12,3,True,Cultural,1856.4,6,1253.906567865214,355.832028326418
35133,56,UK,standard,5,Sydney,9,5,7,7,False,Cultural,3498.04,7,2929.0474679105473,694.2082757903326
35134,51,UK,silver,2,Cape Town,5,2,7,2,False,Relaxation,1596.2239999999997,7,797.6231272301404,297.32351902382925
35135,21,Canada,gold,6,Cairo,8,2,7,10,True,Relaxation,1713.6000000000001,7,1581.0529441780666,544.4404249477843
35136,37,Australia,gold,7,New York,20,3,12,3,False,Relaxation,6137.039999999999,7,5853.409156923722,1591.0270571156566
35137,31,France,silver,2,New York,5,4,12,1,False,Cultural,2153.06,7,1757.447080419435,247.8248478759375
35138,57,Germany,silver,3,Cairo,2,3,1,1,False,Adventure,460.08000000000004,5,342.31777840573,63.00080757322914
35139,31,USA,silver,1,Sydney,3,2,2,2,False,Cultural,1019.2,5,576.0786751298365,153.19234214899
35140,28,Spain,standard,5,New York,9,1,7,1,False,Cultural,2657.2,5,2552.0998628163857,599.66213788812
35141,55,Canada,gold,6,Rio,2,3,12,2,False,Adventure,687.456,8,66.9576018773895,71.10682935150037
35142,43,Italy,silver,1,Cairo,2,3,6,5,False,Adventure,698.544,7,598.0251081474568,181.74595647850603
35143,71,France,standard,5,New York,3,1,12,1,False,Adventure,1006.4599999999999,6,724.9142745687757,190.8087515426105
35144,27,Spain,standard,4,Cairo,10,2,12,9,False,Adventure,1716.624,7,1518.8952898376426,290.1417621595234
35145,32,Canada,standard,5,Tokyo,3,1,7,4,True,Relaxation,1152.06,6,798.1824644772892,202.51980505310684
35146,56,USA,silver,1,Rio,5,5,6,3,False,Cultural,1295.28,7,960.5170409192145,254.21075128113247
35147,20,Canada,gold,6,Cape Town,2,4,2,3,True,Cultural,640.0,8,331.52061653556444,156.13925323447188
35148,59,Germany,standard,4,Rio,14,5,8,6,True,Adventure,2955.6800000000003,5,2429.1552623732637,415.6029238879172
35149,21,Australia,silver,0,New York,19,2,8,1,True,Adventure,4008.0039999999995,5,5608.722123766496,776.6102608773105
35150,49,Australia,silver,1,Paris,6,3,6,4,False,Relaxation,3360.812,7,1974.3447298450521,1125.134610256512
35151,18,Germany,standard,4,Cairo,5,2,12,5,False,Relaxation,1091.6639999999998,6,817.057251108632,388.20064256007237
35152,40,Germany,standard,3,Tokyo,10,2,6,1,False,Relaxation,3323.3199999999997,5,2970.8594036535637,858.0177498692304
35153,19,Australia,silver,0,Rio,4,4,6,1,False,Adventure,809.0879999999999,5,794.8074598637135,120.79557949289392
35154,68,France,standard,5,New York,11,2,2,6,True,Adventure,2585.7000000000003,6,2424.7298937665055,255.1871590376887
35155,23,Germany,standard,0,New York,1,4,8,1,True,Relaxation,1230.32,6,1094.940251960492,330.77793815428925
35156,27,Spain,standard,5,Tokyo,5,3,12,3,True,Cultural,2160.34,7,1840.3114660439328,538.049826309185
35157,48,Italy,standard,5,Cairo,2,4,12,3,True,Adventure,757.0079999999999,6,748.5245295263827,112.71338311860363
35158,30,Canada,silver,6,Sydney,3,3,2,3,False,Cultural,1099.8,7,629.9633418006651,166.84484578160476
35159,50,Australia,standard,4,Cape Town,6,1,8,1,False,Adventure,1286.88,7,754.1863523342769,233.94420828209851
35160,29,USA,silver,4,Tokyo,7,2,1,1,True,Cultural,1797.9,6,1484.66308761312,342.73433515134235
35161,28,USA,silver,1,Rio,2,2,8,3,True,Adventure,525.168,4,-9.338465914866788,8.858581387460418
35162,39,Germany,standard,2,New York,3,5,1,1,False,Relaxation,1362.4,7,1216.3226490061913,346.2266613489375
35163,21,USA,standard,3,Rome,5,1,7,2,True,Relaxation,1328.6,6,666.7156431299652,336.1130382287138
35164,45,USA,standard,5,Cairo,9,4,6,4,False,Relaxation,2946.272,7,1546.0214883397641,492.4697164956107
35165,53,Australia,standard,3,Rio,5,1,6,5,False,Adventure,1067.36,5,564.1449683442825,88.60057454055838
35166,48,Canada,gold,8,Cape Town,3,3,12,2,True,Relaxation,1379.84,8,381.1460489118465,261.6626820902472
35167,49,UK,silver,5,New York,9,2,1,3,False,Cultural,2063.1,5,1862.48166769639,222.83038600955635
35168,18,Italy,gold,4,Cape Town,8,1,8,9,False,Relaxation,1494.08,8,803.8157204121649,365.1541413719384
35169,33,USA,silver,6,Cape Town,5,4,7,7,False,Adventure,1445.92,7,1094.4604323004446,172.79229256521322
35170,36,Germany,standard,4,Rome,10,1,8,2,True,Cultural,2047.5,6,1552.5218859339477,436.15366673952065
35171,61,UK,standard,1,Rio,2,2,1,14,True,Adventure,501.6,5,143.7437952256543,110.24008979121565
35172,31,USA,standard,3,Cairo,7,1,6,2,False,Relaxation,1326.08,6,1243.3059260304296,472.4173021744517
35173,18,Spain,standard,2,Rio,4,1,6,4,False,Adventure,595.0559999999999,7,547.5056918682128,75.19203129960177
35174,24,Canada,standard,6,Rio,2,1,8,3,True,Relaxation,419.32800000000003,5,-191.28301905588927,143.26159773048693
35175,30,France,silver,0,Rome,4,2,8,2,False,Adventure,1170.54,6,795.103092397439,198.40045610034085
35176,18,USA,silver,0,Rome,6,3,6,1,False,Adventure,1258.32,7,1120.1552603955506,309.6356483890008
35177,54,Germany,standard,2,Rio,11,2,1,11,False,Adventure,1512.8000000000002,7,911.9216122202848,259.74081399697474
35178,18,Spain,standard,5,Sydney,3,4,1,2,False,Relaxation,1289.6000000000001,7,742.9669896226429,423.6535872259204
35179,46,Canada,standard,2,New York,7,3,7,1,True,Adventure,2339.0640000000003,6,1943.888842827962,263.10934639306737
35180,23,Germany,silver,2,New York,13,2,8,1,True,Adventure,2904.7200000000003,6,3883.7170697007305,576.3052546596876
35181,62,Germany,standard,3,Sydney,3,3,6,3,True,Relaxation,2244.7879999999996,7,1233.1205397072563,470.05225416848805
35182,35,Germany,silver,4,Rome,10,1,8,1,True,Relaxation,2077.74,7,1434.2085721483031,735.9018771481183
35183,32,Germany,silver,2,Cape Town,7,4,1,1,True,Adventure,1194.4,7,638.0833313092386,174.36103350408393
35184,47,Germany,gold,5,Cairo,3,2,2,1,True,Adventure,553.6800000000001,8,538.8760546973654,11.586230789645562
35185,24,Canada,gold,4,Cairo,7,2,1,4,False,Cultural,1009.6,7,921.4340332044414,243.23230650713862
35186,48,Australia,silver,3,Paris,9,2,7,2,False,Adventure,3023.0199999999995,7,2350.5846524570775,334.27660995590236
35187,32,Spain,standard,4,Cape Town,1,3,8,1,False,Adventure,528.64,5,191.80033294781407,42.641037505376204
35188,31,Canada,gold,6,Rome,1,2,2,1,True,Cultural,452.0,7,62.83286531762076,-64.26157320005751
35189,38,Australia,standard,1,Sydney,10,4,7,2,False,Cultural,2459.457,5,2027.5359692521888,379.6641103521558
35190,23,Spain,silver,1,Rome,2,5,2,1,False,Cultural,751.5,5,292.05259364246933,189.12093310268415
35191,37,France,silver,3,Cairo,5,1,12,7,False,Relaxation,993.8879999999999,5,809.3290933442975,233.1511580069184
35192,45,Canada,gold,6,Sydney,2,2,6,7,False,Adventure,940.9399999999999,8,524.9026820356571,172.47545357421987
35193,18,Italy,standard,1,Rome,1,1,8,4,False,Cultural,261.765,6,-170.0645094649832,58.93219666698391
35194,56,Germany,gold,5,Paris,5,2,6,5,False,Adventure,1692.0539999999999,6,1012.2888660241863,270.53616250489995
35195,52,Canada,silver,2,Paris,4,2,7,4,False,Relaxation,2229.5,6,1250.5906828262844,717.3393566053387
35196,18,Canada,standard,1,Tokyo,2,4,8,1,True,Cultural,1326.78,5,938.3063745380525,150.0735091776271
35197,18,Australia,standard,0,Tokyo,1,3,8,1,False,Relaxation,861.5880000000001,7,650.0888231404575,91.93450921673036
35198,52,Canada,standard,1,Rio,5,4,6,1,False,Relaxation,1669.4496000000001,6,808.4977788511742,264.2976057977579
35199,51,France,silver,2,Rio,4,3,6,3,False,Relaxation,1412.7679999999998,5,667.0165065837348,261.05083702121505
35200,49,Spain,silver,3,Sydney,2,3,6,6,False,Adventure,1304.94,7,788.0901377972679,258.8924982518173
35201,18,Canada,silver,2,Cairo,5,1,6,3,True,Adventure,679.728,6,946.5096215622135,137.61007038780542
35202,67,USA,silver,4,Cairo,9,3,7,7,False,Cultural,1870.4,7,1659.985385931548,490.50385437069485
35203,28,Germany,standard,0,Cape Town,15,2,12,4,False,Relaxation,2747.36,7,2180.9608877031396,612.3990016569517
35204,43,Italy,standard,3,Tokyo,6,2,1,2,True,Cultural,1433.9,7,1266.5752693964168,375.2063526531569
35205,43,Germany,standard,3,Paris,6,4,8,1,False,Adventure,2175.264,5,1729.2861507788202,372.56792006820166
35206,63,USA,silver,4,Rio,4,2,12,5,False,Cultural,899.136,7,492.3518674585822,196.57542041229402
35207,41,France,standard,3,Paris,2,4,12,8,False,Adventure,997.542,5,313.41189526603114,74.55375309943605
35208,46,Canada,gold,5,Tokyo,2,1,2,2,False,Cultural,674.7,6,339.4302744211748,26.94826563418338
35209,38,UK,gold,6,Rome,2,2,7,1,False,Relaxation,749.7,7,188.856842510025,192.07307636738125
35210,22,Canada,standard,3,Cairo,5,1,12,5,False,Cultural,1001.28,6,908.5638814758944,236.30171896461934
35211,18,Germany,silver,0,Paris,3,4,12,3,True,Cultural,1452.906,6,1116.045189171767,124.51425706959273
35212,40,Spain,gold,7,New York,9,2,12,9,False,Relaxation,2833.74,7,2602.2946318423524,802.7882228815766
35213,18,Spain,gold,7,Paris,4,3,12,1,True,Adventure,1095.0030000000002,7,1133.5321585230738,202.91440479863138
35214,45,Canada,standard,6,Tokyo,4,1,12,2,False,Cultural,1508.78,5,1202.846524677249,187.41773825807016
35215,42,UK,gold,4,Cairo,4,2,8,8,True,Cultural,921.312,8,791.1769199363524,256.4590921901458
35216,41,USA,silver,0,Tokyo,5,3,2,3,False,Relaxation,1967.4199999999998,7,1117.945073892154,627.7949084098241
35217,24,Italy,standard,2,Cairo,6,4,2,13,False,Adventure,655.1999999999999,8,804.0298395261798,159.56871614158422
35218,55,Germany,standard,1,Tokyo,13,5,12,4,True,Cultural,4728.36,6,4408.701441991319,936.855305715318
35219,47,UK,standard,2,Sydney,2,4,8,1,False,Cultural,1295.84,7,874.2813796754756,109.86669960029093
35220,22,UK,standard,2,New York,3,5,6,1,False,Adventure,1293.11,7,1561.5458019376445,152.19344306360824
35221,71,UK,standard,4,Paris,4,2,1,2,True,Relaxation,1485.666,4,557.6012788977567,299.27952140351294
35222,36,Australia,silver,5,Rio,10,2,1,3,False,Adventure,1456.0,6,833.6416420546566,126.9161469345928
35223,19,Italy,standard,2,Rio,4,4,6,2,True,Relaxation,1284.64,5,647.5289706669232,404.2439841288461
35224,28,Italy,standard,3,Tokyo,9,1,8,2,True,Cultural,2859.22,6,2707.61390398514,630.656162634933
35225,18,USA,standard,3,Rome,4,2,12,6,True,Relaxation,1234.8,5,924.0477400593945,362.5429996395173
35226,60,Germany,silver,3,Tokyo,9,3,2,3,False,Adventure,2277.6,7,2038.8174526772127,246.76519113840078
35227,56,USA,standard,5,Paris,6,1,12,3,True,Relaxation,2920.0079999999994,5,1730.0796793372415,768.648112508673
35228,51,France,silver,5,Cape Town,2,4,6,1,False,Cultural,902.7199999999999,5,539.2614549059901,258.897190242055
35229,48,Australia,standard,5,Paris,8,2,6,11,False,Relaxation,3613.0639999999994,7,2246.383110939085,1023.2337430024694
35230,58,Italy,gold,6,New York,6,2,1,5,False,Adventure,1496.3,7,1157.2183034700115,281.9754923353188
35231,36,France,gold,3,Tokyo,9,2,2,2,False,Cultural,2090.4,6,1691.421374028815,353.51416886697575
35232,46,Germany,gold,5,Cairo,2,2,12,4,False,Adventure,630.0,8,591.558270468447,-15.738898748771547
35233,27,Canada,standard,3,Sydney,8,2,1,1,False,Cultural,1907.1000000000001,7,1578.6374740899862,304.78634818283336
35234,37,Spain,standard,0,Cape Town,10,3,1,8,True,Relaxation,1492.8000000000002,7,870.1441728381932,480.07046004160895
35235,46,USA,silver,2,Rome,9,2,6,4,True,Relaxation,3288.8799999999997,6,2040.5189399697952,494.19310963618193
35236,18,Australia,silver,2,Rome,5,2,2,3,False,Cultural,1076.0,7,419.6688383002718,144.91927900291438
35237,30,Canada,gold,7,Cairo,11,4,7,2,True,Relaxation,2334.08,7,1844.359459120453,742.0078308896451
35238,42,France,standard,2,Cape Town,6,2,7,1,False,Cultural,1395.52,7,710.0746915590538,116.8996936350491
35239,38,Australia,gold,4,Cairo,5,2,1,3,False,Relaxation,790.4000000000001,7,752.65895894124,284.5170190209175
35240,33,Germany,silver,5,New York,1,2,6,1,True,Cultural,809.9,5,544.0461173756837,74.3931951560404
35241,48,France,standard,4,Rio,12,2,12,2,False,Relaxation,3324.16,6,1943.3259912990352,943.4470004265067
35242,29,Spain,standard,5,Rome,4,4,6,4,False,Relaxation,1414.9799999999998,5,988.4811495138504,417.113455258231
35243,21,USA,gold,6,Rome,5,1,6,5,True,Relaxation,1262.8,6,961.0473820612215,290.670985686613
35244,57,Australia,standard,5,New York,17,3,6,2,True,Cultural,5247.0599999999995,7,5096.497490571234,872.5156235548723
35245,55,Spain,standard,0,Cape Town,4,2,8,4,False,Relaxation,1317.1200000000001,6,313.1447717101411,436.5387855207492
35246,31,France,gold,5,Cairo,2,1,6,4,False,Cultural,410.256,8,308.986862861599,97.3725659181382
35247,38,Germany,silver,5,Cape Town,2,2,1,1,False,Relaxation,417.6,6,-40.44279103770771,96.54907264086089
35248,52,Australia,standard,5,Tokyo,11,3,8,6,True,Adventure,3244.8779999999997,6,2956.6725356935203,780.4980956427485
35249,40,UK,gold,6,Cairo,2,1,7,2,True,Adventure,449.568,6,426.23261685491593,150.40729677079588
35250,47,France,standard,5,Sydney,11,4,7,3,False,Relaxation,5452.72,6,3269.273290586345,987.7260701290904
